sentence,prep_LEMMA,sentence_PP_attached,subj_NUM,subj_GEN,subj_ZIPF,obj_NUM,obj_GEN,obj_ZIPF,embedobj_NUM,embedobj_GEN,embedobj_ZIPF,intervener_NUM,intervener_GEN,verb_LEMMA
the actress behind the princes sees the women.,behind,center_embedding,sg,f,4.0,pl,f,5.0,pl,m,4.5,True,True,sees
the actress behind the princes sees the princesses.,behind,center_embedding,sg,f,4.0,pl,f,4.5,pl,m,4.5,True,True,sees
the actress behind the princes sees the men.,behind,center_embedding,sg,f,4.0,pl,m,5.5,pl,m,4.5,True,True,sees
the actress behind the princes sees the actors.,behind,center_embedding,sg,f,4.0,pl,m,4.5,pl,m,4.5,True,True,sees
the actress behind the princes admires the woman.,behind,center_embedding,sg,f,4.0,sg,f,5.0,pl,m,4.5,True,True,admires
the actress behind the princes admires the princess.,behind,center_embedding,sg,f,4.0,sg,f,4.5,pl,m,4.5,True,True,admires
the actress behind the princes admires the man.,behind,center_embedding,sg,f,4.0,sg,m,5.5,pl,m,4.5,True,True,admires
the actress behind the princes admires the actor.,behind,center_embedding,sg,f,4.0,sg,m,4.5,pl,m,4.5,True,True,admires
the actress behind the princes admires the women.,behind,center_embedding,sg,f,4.0,pl,f,5.0,pl,m,4.5,True,True,admires
the actress behind the princes admires the princesses.,behind,center_embedding,sg,f,4.0,pl,f,4.5,pl,m,4.5,True,True,admires
the actress behind the princes admires the men.,behind,center_embedding,sg,f,4.0,pl,m,5.5,pl,m,4.5,True,True,admires
the actress behind the princes admires the actors.,behind,center_embedding,sg,f,4.0,pl,m,4.5,pl,m,4.5,True,True,admires
the actress behind the actors sees the woman.,behind,center_embedding,sg,f,4.0,sg,f,5.0,pl,m,4.5,True,True,sees
the actress behind the actors sees the princess.,behind,center_embedding,sg,f,4.0,sg,f,4.5,pl,m,4.5,True,True,sees
the actress behind the actors sees the man.,behind,center_embedding,sg,f,4.0,sg,m,5.5,pl,m,4.5,True,True,sees
the actress behind the actors sees the prince.,behind,center_embedding,sg,f,4.0,sg,m,4.5,pl,m,4.5,True,True,sees
the actress behind the actors sees the women.,behind,center_embedding,sg,f,4.0,pl,f,5.0,pl,m,4.5,True,True,sees
the actress behind the actors sees the princesses.,behind,center_embedding,sg,f,4.0,pl,f,4.5,pl,m,4.5,True,True,sees
the actress behind the actors sees the men.,behind,center_embedding,sg,f,4.0,pl,m,5.5,pl,m,4.5,True,True,sees
the actress behind the actors sees the princes.,behind,center_embedding,sg,f,4.0,pl,m,4.5,pl,m,4.5,True,True,sees
the actress behind the actors admires the woman.,behind,center_embedding,sg,f,4.0,sg,f,5.0,pl,m,4.5,True,True,admires
the actress behind the actors admires the princess.,behind,center_embedding,sg,f,4.0,sg,f,4.5,pl,m,4.5,True,True,admires
the actress behind the actors admires the man.,behind,center_embedding,sg,f,4.0,sg,m,5.5,pl,m,4.5,True,True,admires
the actress behind the actors admires the prince.,behind,center_embedding,sg,f,4.0,sg,m,4.5,pl,m,4.5,True,True,admires
the actress behind the actors admires the women.,behind,center_embedding,sg,f,4.0,pl,f,5.0,pl,m,4.5,True,True,admires
the actress behind the actors admires the princesses.,behind,center_embedding,sg,f,4.0,pl,f,4.5,pl,m,4.5,True,True,admires
the actress behind the actors admires the men.,behind,center_embedding,sg,f,4.0,pl,m,5.5,pl,m,4.5,True,True,admires
the actress behind the actors admires the princes.,behind,center_embedding,sg,f,4.0,pl,m,4.5,pl,m,4.5,True,True,admires
the man near the woman sees the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,sg,f,5.0,False,True,sees
the man near the woman sees the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,sg,f,5.0,False,True,sees
the man near the woman sees the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,5.0,False,True,sees
the man near the woman sees the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,5.0,False,True,sees
the man near the woman sees the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,sg,f,5.0,False,True,sees
the man near the woman sees the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,sg,f,5.0,False,True,sees
the man near the woman sees the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,5.0,False,True,sees
the man near the woman sees the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,5.0,False,True,sees
the man near the woman admires the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,sg,f,5.0,False,True,admires
the man near the woman admires the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,sg,f,5.0,False,True,admires
the man near the woman admires the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,5.0,False,True,admires
the man near the woman admires the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,5.0,False,True,admires
the man near the woman admires the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,sg,f,5.0,False,True,admires
the man near the woman admires the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,sg,f,5.0,False,True,admires
the man near the woman admires the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,5.0,False,True,admires
the man near the woman admires the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,5.0,False,True,admires
the man near the princess sees the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,sg,f,4.5,False,True,sees
the man near the princess sees the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,sg,f,4.5,False,True,sees
the man near the princess sees the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.5,False,True,sees
the man near the princess sees the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.5,False,True,sees
the man near the princess sees the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,sg,f,4.5,False,True,sees
the man near the princess sees the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,sg,f,4.5,False,True,sees
the man near the princess sees the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.5,False,True,sees
the man near the princess sees the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.5,False,True,sees
the man near the princess admires the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,sg,f,4.5,False,True,admires
the man near the princess admires the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,sg,f,4.5,False,True,admires
the man near the princess admires the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.5,False,True,admires
the man near the princess admires the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.5,False,True,admires
the man near the princess admires the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,sg,f,4.5,False,True,admires
the man near the princess admires the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,sg,f,4.5,False,True,admires
the man near the princess admires the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.5,False,True,admires
the man near the princess admires the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.5,False,True,admires
the man near the actress sees the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,sg,f,4.0,False,True,sees
the man near the actress sees the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,sg,f,4.0,False,True,sees
the man near the actress sees the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.0,False,True,sees
the man near the actress sees the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.0,False,True,sees
the man near the actress sees the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,sg,f,4.0,False,True,sees
the man near the actress sees the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,sg,f,4.0,False,True,sees
the man near the actress sees the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.0,False,True,sees
the man near the actress sees the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.0,False,True,sees
the man near the actress admires the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,sg,f,4.0,False,True,admires
the man near the actress admires the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,sg,f,4.0,False,True,admires
the man near the actress admires the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.0,False,True,admires
the man near the actress admires the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.0,False,True,admires
the man near the actress admires the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,sg,f,4.0,False,True,admires
the man near the actress admires the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,sg,f,4.0,False,True,admires
the man near the actress admires the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.0,False,True,admires
the man near the actress admires the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.0,False,True,admires
the man near the prince sees the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,sg,m,4.5,False,False,sees
the man near the prince sees the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,sg,m,4.5,False,False,sees
the man near the prince sees the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,sg,m,4.5,False,False,sees
the man near the prince sees the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,m,4.5,False,False,sees
the man near the prince sees the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,sg,m,4.5,False,False,sees
the man near the prince sees the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,sg,m,4.5,False,False,sees
the man near the prince sees the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,sg,m,4.5,False,False,sees
the man near the prince sees the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,m,4.5,False,False,sees
the man near the prince admires the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,sg,m,4.5,False,False,admires
the man near the prince admires the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,sg,m,4.5,False,False,admires
the man near the prince admires the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,sg,m,4.5,False,False,admires
the man near the prince admires the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,m,4.5,False,False,admires
the man near the prince admires the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,sg,m,4.5,False,False,admires
the man near the prince admires the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,sg,m,4.5,False,False,admires
the man near the prince admires the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,sg,m,4.5,False,False,admires
the man near the prince admires the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,m,4.5,False,False,admires
the man near the actor sees the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,sg,m,4.5,False,False,sees
the man near the actor sees the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,sg,m,4.5,False,False,sees
the man near the actor sees the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,sg,m,4.5,False,False,sees
the man near the actor sees the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,m,4.5,False,False,sees
the man near the actor sees the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,sg,m,4.5,False,False,sees
the man near the actor sees the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,sg,m,4.5,False,False,sees
the man near the actor sees the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,sg,m,4.5,False,False,sees
the man near the actor sees the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,m,4.5,False,False,sees
the man near the actor admires the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,sg,m,4.5,False,False,admires
the man near the actor admires the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,sg,m,4.5,False,False,admires
the man near the actor admires the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,sg,m,4.5,False,False,admires
the man near the actor admires the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,sg,m,4.5,False,False,admires
the man near the actor admires the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,sg,m,4.5,False,False,admires
the man near the actor admires the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,sg,m,4.5,False,False,admires
the man near the actor admires the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,sg,m,4.5,False,False,admires
the man near the actor admires the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,sg,m,4.5,False,False,admires
the man near the women sees the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,pl,f,5.0,True,True,sees
the man near the women sees the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,pl,f,5.0,True,True,sees
the man near the women sees the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,5.0,True,True,sees
the man near the women sees the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,5.0,True,True,sees
the man near the women sees the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,pl,f,5.0,True,True,sees
the man near the women sees the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,pl,f,5.0,True,True,sees
the man near the women sees the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,5.0,True,True,sees
the man near the women sees the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,5.0,True,True,sees
the man near the women admires the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,pl,f,5.0,True,True,admires
the man near the women admires the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,pl,f,5.0,True,True,admires
the man near the women admires the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,5.0,True,True,admires
the man near the women admires the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,5.0,True,True,admires
the man near the women admires the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,pl,f,5.0,True,True,admires
the man near the women admires the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,pl,f,5.0,True,True,admires
the man near the women admires the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,5.0,True,True,admires
the man near the women admires the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,5.0,True,True,admires
the man near the princesses sees the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,pl,f,4.5,True,True,sees
the man near the princesses sees the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,pl,f,4.5,True,True,sees
the man near the princesses sees the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,4.5,True,True,sees
the man near the princesses sees the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,4.5,True,True,sees
the man near the princesses sees the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,pl,f,4.5,True,True,sees
the man near the princesses sees the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,pl,f,4.5,True,True,sees
the man near the princesses sees the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,4.5,True,True,sees
the man near the princesses sees the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,4.5,True,True,sees
the man near the princesses admires the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,pl,f,4.5,True,True,admires
the man near the princesses admires the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,pl,f,4.5,True,True,admires
the man near the princesses admires the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,4.5,True,True,admires
the man near the princesses admires the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,4.5,True,True,admires
the man near the princesses admires the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,pl,f,4.5,True,True,admires
the man near the princesses admires the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,pl,f,4.5,True,True,admires
the man near the princesses admires the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,4.5,True,True,admires
the man near the princesses admires the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,4.5,True,True,admires
the man near the actresses sees the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,pl,f,4.0,True,True,sees
the man near the actresses sees the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,pl,f,4.0,True,True,sees
the man near the actresses sees the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,4.0,True,True,sees
the man near the actresses sees the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,4.0,True,True,sees
the man near the actresses sees the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,pl,f,4.0,True,True,sees
the man near the actresses sees the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,pl,f,4.0,True,True,sees
the man near the actresses sees the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,4.0,True,True,sees
the man near the actresses sees the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,4.0,True,True,sees
the man near the actresses admires the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,pl,f,4.0,True,True,admires
the man near the actresses admires the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,pl,f,4.0,True,True,admires
the man near the actresses admires the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,4.0,True,True,admires
the man near the actresses admires the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,f,4.0,True,True,admires
the man near the actresses admires the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,pl,f,4.0,True,True,admires
the man near the actresses admires the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,pl,f,4.0,True,True,admires
the man near the actresses admires the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,4.0,True,True,admires
the man near the actresses admires the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,f,4.0,True,True,admires
the man near the princes sees the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,pl,m,4.5,True,False,sees
the man near the princes sees the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,pl,m,4.5,True,False,sees
the man near the princes sees the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,pl,m,4.5,True,False,sees
the man near the princes sees the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,m,4.5,True,False,sees
the man near the princes sees the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,pl,m,4.5,True,False,sees
the man near the princes sees the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,pl,m,4.5,True,False,sees
the man near the princes sees the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,pl,m,4.5,True,False,sees
the man near the princes sees the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,m,4.5,True,False,sees
the man near the princes admires the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,pl,m,4.5,True,False,admires
the man near the princes admires the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,pl,m,4.5,True,False,admires
the man near the princes admires the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,pl,m,4.5,True,False,admires
the man near the princes admires the actor.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,m,4.5,True,False,admires
the man near the princes admires the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,pl,m,4.5,True,False,admires
the man near the princes admires the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,pl,m,4.5,True,False,admires
the man near the princes admires the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,pl,m,4.5,True,False,admires
the man near the princes admires the actors.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,m,4.5,True,False,admires
the man near the actors sees the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,pl,m,4.5,True,False,sees
the man near the actors sees the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,pl,m,4.5,True,False,sees
the man near the actors sees the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,pl,m,4.5,True,False,sees
the man near the actors sees the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,m,4.5,True,False,sees
the man near the actors sees the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,pl,m,4.5,True,False,sees
the man near the actors sees the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,pl,m,4.5,True,False,sees
the man near the actors sees the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,pl,m,4.5,True,False,sees
the man near the actors sees the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,m,4.5,True,False,sees
the man near the actors admires the woman.,near,center_embedding,sg,m,5.5,sg,f,5.0,pl,m,4.5,True,False,admires
the man near the actors admires the princess.,near,center_embedding,sg,m,5.5,sg,f,4.5,pl,m,4.5,True,False,admires
the man near the actors admires the actress.,near,center_embedding,sg,m,5.5,sg,f,4.0,pl,m,4.5,True,False,admires
the man near the actors admires the prince.,near,center_embedding,sg,m,5.5,sg,m,4.5,pl,m,4.5,True,False,admires
the man near the actors admires the women.,near,center_embedding,sg,m,5.5,pl,f,5.0,pl,m,4.5,True,False,admires
the man near the actors admires the princesses.,near,center_embedding,sg,m,5.5,pl,f,4.5,pl,m,4.5,True,False,admires
the man near the actors admires the actresses.,near,center_embedding,sg,m,5.5,pl,f,4.0,pl,m,4.5,True,False,admires
the man near the actors admires the princes.,near,center_embedding,sg,m,5.5,pl,m,4.5,pl,m,4.5,True,False,admires
the man behind the woman sees the princess.,behind,center_embedding,sg,m,5.5,sg,f,4.5,sg,f,5.0,False,True,sees
the man behind the woman sees the actress.,behind,center_embedding,sg,m,5.5,sg,f,4.0,sg,f,5.0,False,True,sees
the man behind the woman sees the prince.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,5.0,False,True,sees
the man behind the woman sees the actor.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,5.0,False,True,sees
the man behind the woman sees the princesses.,behind,center_embedding,sg,m,5.5,pl,f,4.5,sg,f,5.0,False,True,sees
the man behind the woman sees the actresses.,behind,center_embedding,sg,m,5.5,pl,f,4.0,sg,f,5.0,False,True,sees
the man behind the woman sees the princes.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,5.0,False,True,sees
the man behind the woman sees the actors.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,5.0,False,True,sees
the man behind the woman admires the princess.,behind,center_embedding,sg,m,5.5,sg,f,4.5,sg,f,5.0,False,True,admires
the man behind the woman admires the actress.,behind,center_embedding,sg,m,5.5,sg,f,4.0,sg,f,5.0,False,True,admires
the man behind the woman admires the prince.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,5.0,False,True,admires
the man behind the woman admires the actor.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,5.0,False,True,admires
the man behind the woman admires the princesses.,behind,center_embedding,sg,m,5.5,pl,f,4.5,sg,f,5.0,False,True,admires
the man behind the woman admires the actresses.,behind,center_embedding,sg,m,5.5,pl,f,4.0,sg,f,5.0,False,True,admires
the man behind the woman admires the princes.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,5.0,False,True,admires
the man behind the woman admires the actors.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,5.0,False,True,admires
the man behind the princess sees the woman.,behind,center_embedding,sg,m,5.5,sg,f,5.0,sg,f,4.5,False,True,sees
the man behind the princess sees the actress.,behind,center_embedding,sg,m,5.5,sg,f,4.0,sg,f,4.5,False,True,sees
the man behind the princess sees the prince.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.5,False,True,sees
the man behind the princess sees the actor.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.5,False,True,sees
the man behind the princess sees the women.,behind,center_embedding,sg,m,5.5,pl,f,5.0,sg,f,4.5,False,True,sees
the man behind the princess sees the actresses.,behind,center_embedding,sg,m,5.5,pl,f,4.0,sg,f,4.5,False,True,sees
the man behind the princess sees the princes.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.5,False,True,sees
the man behind the princess sees the actors.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.5,False,True,sees
the man behind the princess admires the woman.,behind,center_embedding,sg,m,5.5,sg,f,5.0,sg,f,4.5,False,True,admires
the man behind the princess admires the actress.,behind,center_embedding,sg,m,5.5,sg,f,4.0,sg,f,4.5,False,True,admires
the man behind the princess admires the prince.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.5,False,True,admires
the man behind the princess admires the actor.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.5,False,True,admires
the man behind the princess admires the women.,behind,center_embedding,sg,m,5.5,pl,f,5.0,sg,f,4.5,False,True,admires
the man behind the princess admires the actresses.,behind,center_embedding,sg,m,5.5,pl,f,4.0,sg,f,4.5,False,True,admires
the man behind the princess admires the princes.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.5,False,True,admires
the man behind the princess admires the actors.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.5,False,True,admires
the man behind the actress sees the woman.,behind,center_embedding,sg,m,5.5,sg,f,5.0,sg,f,4.0,False,True,sees
the man behind the actress sees the princess.,behind,center_embedding,sg,m,5.5,sg,f,4.5,sg,f,4.0,False,True,sees
the man behind the actress sees the prince.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.0,False,True,sees
the man behind the actress sees the actor.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.0,False,True,sees
the man behind the actress sees the women.,behind,center_embedding,sg,m,5.5,pl,f,5.0,sg,f,4.0,False,True,sees
the man behind the actress sees the princesses.,behind,center_embedding,sg,m,5.5,pl,f,4.5,sg,f,4.0,False,True,sees
the man behind the actress sees the princes.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.0,False,True,sees
the man behind the actress sees the actors.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.0,False,True,sees
the man behind the actress admires the woman.,behind,center_embedding,sg,m,5.5,sg,f,5.0,sg,f,4.0,False,True,admires
the man behind the actress admires the princess.,behind,center_embedding,sg,m,5.5,sg,f,4.5,sg,f,4.0,False,True,admires
the man behind the actress admires the prince.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.0,False,True,admires
the man behind the actress admires the actor.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,f,4.0,False,True,admires
the man behind the actress admires the women.,behind,center_embedding,sg,m,5.5,pl,f,5.0,sg,f,4.0,False,True,admires
the man behind the actress admires the princesses.,behind,center_embedding,sg,m,5.5,pl,f,4.5,sg,f,4.0,False,True,admires
the man behind the actress admires the princes.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.0,False,True,admires
the man behind the actress admires the actors.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,f,4.0,False,True,admires
the man behind the prince sees the woman.,behind,center_embedding,sg,m,5.5,sg,f,5.0,sg,m,4.5,False,False,sees
the man behind the prince sees the princess.,behind,center_embedding,sg,m,5.5,sg,f,4.5,sg,m,4.5,False,False,sees
the man behind the prince sees the actress.,behind,center_embedding,sg,m,5.5,sg,f,4.0,sg,m,4.5,False,False,sees
the man behind the prince sees the actor.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,m,4.5,False,False,sees
the man behind the prince sees the women.,behind,center_embedding,sg,m,5.5,pl,f,5.0,sg,m,4.5,False,False,sees
the man behind the prince sees the princesses.,behind,center_embedding,sg,m,5.5,pl,f,4.5,sg,m,4.5,False,False,sees
the man behind the prince sees the actresses.,behind,center_embedding,sg,m,5.5,pl,f,4.0,sg,m,4.5,False,False,sees
the man behind the prince sees the actors.,behind,center_embedding,sg,m,5.5,pl,m,4.5,sg,m,4.5,False,False,sees
the man behind the prince admires the woman.,behind,center_embedding,sg,m,5.5,sg,f,5.0,sg,m,4.5,False,False,admires
the man behind the prince admires the princess.,behind,center_embedding,sg,m,5.5,sg,f,4.5,sg,m,4.5,False,False,admires
the man behind the prince admires the actress.,behind,center_embedding,sg,m,5.5,sg,f,4.0,sg,m,4.5,False,False,admires
the man behind the prince admires the actor.,behind,center_embedding,sg,m,5.5,sg,m,4.5,sg,m,4.5,False,False,admires
