sentence,sentence_GROUP,subj_type,subj_PERS,subj_NUM,subj_GEN,subj_ANIM,verb_type,verb_PERS,verb_NUM,verb_finite,has_main,has_embed,has_objrel,has_relative_clause,has_subjrel,incongruence_poss_subj_count,incongruence_poss_obj_count,incongruence_subj_obj_count,incongruence_subj_embedsubj_count,rel_type,clause_type,bound_variable,mean_zipf,sentence_length,long_range_agreement_with_attractor
you saw their woman.,possessive_obj,PRO,2.0,,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
you saw their man.,possessive_obj,PRO,2.0,,,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
you saw their women.,possessive_obj,PRO,2.0,,,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
you saw their men.,possessive_obj,PRO,2.0,,,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
you saw their book.,possessive_obj,PRO,2.0,,,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
you saw their books.,possessive_obj,PRO,2.0,,,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,6.0,5,
he sees my woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees my man.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
he sees my women.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
he sees my men.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
he sees my book.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees my books.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
he sees our woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
he sees our man.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
he sees our women.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
he sees our men.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees our book.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
he sees our books.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
he sees your woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees your man.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
he sees your women.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
he sees your men.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees your book.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees your books.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
he sees her woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
he sees her man.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
he sees her women.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
he sees her men.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
he sees her book.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees her books.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
he sees his woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees his man.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,0.0,,,,,5.0,5,
he sees his women.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
he sees his men.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees his book.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees his books.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
he sees its woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
he sees its man.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
he sees its women.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,3.0,2.0,,,,,5.0,5,
he sees its men.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
he sees its book.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
he sees its books.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
he sees their woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees their man.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
he sees their women.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
he sees their men.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
he sees their book.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
he sees their books.,possessive_obj,PRO,3.0,sg,m,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
he saw my woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw my man.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
he saw my women.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
he saw my men.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
he saw my book.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw my books.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
he saw our woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
he saw our man.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,6.0,5,
he saw our women.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
he saw our men.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw our book.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
he saw our books.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
he saw your woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw your man.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
he saw your women.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
he saw your men.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw your book.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw your books.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
he saw her woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
he saw her man.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
he saw her women.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
he saw her men.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
he saw her book.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw her books.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
he saw his woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw his man.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,0.0,,,,,6.0,5,
he saw his women.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
he saw his men.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw his book.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw his books.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
he saw its woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
he saw its man.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
he saw its women.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,3.0,2.0,,,,,6.0,5,
he saw its men.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
he saw its book.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
he saw its books.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
he saw their woman.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw their man.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,6.0,5,
he saw their women.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,6.0,5,
he saw their men.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,6.0,5,
he saw their book.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
he saw their books.,possessive_obj,PRO,3.0,sg,m,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,6.0,5,
she sees my woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
she sees my man.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees my women.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
she sees my men.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she sees my book.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees my books.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she sees our woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
she sees our man.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
she sees our women.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees our men.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she sees our book.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
she sees our books.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she sees your woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
she sees your man.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees your women.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees your men.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she sees your book.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees your books.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she sees her woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,0.0,,,,,5.0,5,
she sees her man.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees her women.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees her men.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she sees her book.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees her books.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she sees his woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
she sees his man.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
she sees his women.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
she sees his men.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she sees his book.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees his books.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she sees its woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
she sees its man.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees its women.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,3.0,1.0,,,,,5.0,5,
she sees its men.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she sees its book.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
she sees its books.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she sees their woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
she sees their man.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees their women.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
she sees their men.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
she sees their book.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she sees their books.,possessive_obj,PRO,3.0,sg,f,True,Trans,3.0,sg,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
she saw my woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
she saw my man.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw my women.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
she saw my men.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she saw my book.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw my books.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she saw our woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
she saw our man.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
she saw our women.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw our men.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she saw our book.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
she saw our books.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she saw your woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
she saw your man.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw your women.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw your men.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she saw your book.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw your books.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she saw her woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,0.0,,,,,5.0,5,
she saw her man.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw her women.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw her men.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she saw her book.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw her books.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she saw his woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
she saw his man.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
she saw his women.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,1.0,,,,,5.0,5,
she saw his men.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she saw his book.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw his books.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she saw its woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,0.0,,,,,5.0,5,
she saw its man.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw its women.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,3.0,1.0,,,,,5.0,5,
she saw its men.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,2.0,2.0,,,,,5.0,5,
she saw its book.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
she saw its books.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,2.0,,,,,5.0,5,
she saw their woman.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,0.0,,,,,5.0,5,
she saw their man.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw their women.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,1.0,,,,,5.0,5,
she saw their men.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
she saw their book.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,1.0,1.0,,,,,5.0,5,
she saw their books.,possessive_obj,PRO,3.0,sg,f,True,Trans,,,True,False,False,False,False,False,,0.0,2.0,,,,,5.0,5,
we see my woman.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see my man.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see my women.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
we see my men.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
we see my book.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,3.0,,,,,6.0,5,
we see my books.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see our woman.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see our man.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see our women.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see our men.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see our book.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,3.0,,,,,6.0,5,
we see our books.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see your woman.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see your man.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see your women.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see your men.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see your book.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,3.0,,,,,6.0,5,
we see your books.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see her woman.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,0.0,2.0,,,,,6.0,5,
we see her man.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
we see her women.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,1.0,,,,,6.0,5,
we see her men.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,1.0,,,,,6.0,5,
we see her book.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,3.0,,,,,6.0,5,
we see her books.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,2.0,2.0,,,,,6.0,5,
we see his woman.,possessive_obj,PRO,1.0,pl,,True,Trans,,pl,True,False,False,False,False,False,,1.0,2.0,,,,,6.0,5,
